electricity_pricing,electricity_pricing_predicted_1,electricity_pricing_predicted_2,electricity_pricing_predicted_3
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.06605
0.03025,0.03025,0.06605,0.06605
0.03025,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.06605
0.06605,0.06605,0.06605,0.03025
0.06605,0.06605,0.03025,0.03025
0.06605,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
0.03025,0.03025,0.03025,0.03025
